1,28
1,12
1,14
1,878
2,12
2,14
2,28
3,28
3,12
3,80
4,28
4,80
4,18
4,53
5,28
5,12
5,878
6,14
6,28
6,12
7,16
7,10751
8,28
8,12
8,878
9,12
9,14
9,10751
10,28
10,12
10,14
11,12
11,14
11,28
11,878
12,12
12,28
12,53
12,80
13,12
13,14
13,28
14,28
14,12
14,37
15,28
15,12
15,14
15,878
16,12
16,10751
16,14
17,878
17,28
17,12
18,12
18,28
18,14
19,28
19,35
19,878
20,28
20,12
20,14
21,28
21,12
21,14
22,28
22,12
23,12
23,14
24,12
24,14
25,12
25,18
25,28
26,18
26,10749
26,53
27,12
27,28
27,878
28,53
28,28
28,12
28,878
29,28
29,12
29,878
29,53
30,28
30,12
30,53
31,28
31,12
31,14
32,28
32,12
32,878
33,10751
33,14
33,12
34,12
34,28
34,878
34,53
35,16
35,10751
36,878
36,28
36,12
37,878
37,28
37,12
38,14
38,12
38,10751
39,28
39,12
39,14
40,12
40,28
40,878
41,16
41,10751
41,12
41,35
42,12
42,28
42,53
42,878
43,16
43,10751
43,35
44,28
44,878
44,53
45,28
46,28
46,18
46,27
46,878
46,53
47,28
47,12
47,14
47,878
48,28
48,12
48,878
49,28
49,10751
49,14
50,18
50,10749
51,12
51,14
51,28
51,10749
52,28
52,878
52,12
53,28
53,878
53,12
54,12
54,28
55,12
55,16
55,10751
56,16
56,12
56,35
56,10751
56,28
56,14
57,28
57,12
57,878
58,16
58,10751
59,28
59,35
59,80
59,53
60,28
60,12
60,878
61,16
61,18
62,878
62,14
62,28
62,12
63,28
63,12
64,12
64,10751
64,14
65,878
66,18
66,28
66,80
66,53
67,16
67,35
67,10751
67,12
68,16
68,10751
68,12
68,878
69,28
69,878
69,12
70,12
70,18
70,10751
71,28
71,12
71,35
71,878
71,37
72,12
72,28
72,14
73,28
73,12
73,80
73,14
73,878
74,14
74,35
74,10751
75,28
75,878
76,12
76,28
77,12
77,28
77,53
77,878
78,18
78,35
78,16
78,10751
79,10751
79,12
79,18
79,14
80,12
80,28
80,878
81,12
81,14
81,18
82,14
82,12
82,28
82,10751
82,10749
83,878
83,28
83,18
83,53
84,28
84,12
84,878
84,10749
85,18
85,28
85,12
85,14
86,28
86,12
86,878
87,35
87,12
87,14
87,16
87,10751
88,12
88,10751
88,9648
88,878
89,12
89,10751
89,16
89,28
89,35
90,10751
90,16
90,35
90,12
91,12
91,16
91,10751
91,14
92,28
92,12
92,878
93,14
93,12
93,16
93,10751
94,28
94,53
94,878
95,28
95,878
95,12
96,12
96,18
96,878
97,28
97,53
97,878
97,9648
97,12
98,28
98,12
98,18
98,27
98,878
99,12
99,14
99,28
100,28
100,80
100,53
101,14
101,18
101,53
101,9648
101,10749
102,28
102,878
102,12
103,28
103,12
103,878
104,14
104,12
104,28
104,35
104,18
105,12
105,28
105,18
105,53
106,14
107,14
107,12
107,16
107,35
107,10751
108,28
108,12
108,14
109,878
109,28
109,53
109,12
110,12
110,10751
110,14
111,36
111,10749
111,10752
112,12
112,878
112,28
113,10752
113,36
113,28
113,12
113,18
113,10749
114,12
114,14
114,10751
114,9648
115,12
115,14
115,10751
116,14
116,28
117,18
117,27
117,28
117,53
117,878
118,12
118,35
118,10751
118,14
119,16
119,35
119,10751
119,14
120,28
120,80
120,18
121,10751
121,16
122,12
122,14
122,28
122,35
122,10751
123,12
123,28
123,53
123,878
124,12
124,28
124,53
124,878
125,16
125,12
125,10751
126,12
126,28
126,53
126,878
127,28
127,12
127,14
128,28
128,12
128,878
128,53
129,53
129,9648
130,12
130,14
130,28
131,16
131,10751
131,12
131,35
132,14
132,28
132,12
132,10751
132,35
133,12
134,35
134,14
135,28
135,12
135,53
136,18
136,27
136,53
137,10751
137,16
137,12
137,35
138,16
138,10751
139,28
139,12
139,10751
139,14
140,12
140,28
140,53
141,28
141,18
141,53
142,12
142,16
142,10751
143,12
143,16
143,35
143,10751
144,12
144,10751
144,14
145,16
145,12
145,10751
146,12
146,18
146,10752
147,16
147,10751
148,12
148,28
148,53
149,28
149,14
149,35
150,28
150,53
150,878
150,12
151,28
151,12
151,35
151,878
152,12
152,28
152,16
153,28
153,12
153,16
153,35
153,10751
154,28
154,53
154,12
155,14
155,16
155,10751
156,35
157,18
157,28
157,10752
157,36
158,12
158,18
158,28
159,878
159,28
159,12
160,14
160,28
161,14
161,28
161,12
161,16
161,35
161,10751
162,14
163,28
164,28
164,9648
164,878
165,28
165,12
165,35
165,80
165,53
166,18
166,28
166,878
167,12
167,28
167,878
167,53
168,28
168,12
168,35
168,18
168,9648
169,12
169,28
169,16
169,14
169,878
169,53
170,28
170,12
170,878
171,12
171,28
171,53
172,12
173,12
173,14
173,18
173,10749
174,16
174,35
174,10751
175,878
175,28
175,12
176,12
176,10751
176,14
177,37
177,18
177,12
177,53
178,16
178,10751
179,16
179,35
179,10751
179,37
179,12
180,10751
180,16
180,12
180,35
181,28
181,18
181,9648
181,53
182,12
182,16
182,10751
182,35
183,878
183,28
183,12
184,12
184,28
184,878
185,14
185,35
185,16
185,878
185,10751
186,12
186,53
186,878
187,12
187,28
187,35
187,53
187,80
188,28
188,12
188,16
188,10751
188,14
189,28
189,9648
189,53
190,18
190,12
191,12
191,16
191,9648
192,12
192,14
192,10751
193,18
194,878
194,28
194,12
195,16
195,10751
196,12
196,35
196,14
196,10751
197,16
197,28
197,35
197,10751
197,878
198,12
198,14
198,10751
199,14
199,28
199,35
199,80
200,12
200,14
200,28
201,878
201,12
201,53
202,53
202,9648
203,16
203,12
203,35
203,10751
204,12
204,28
204,878
204,53
205,28
205,53
205,80
206,12
206,28
206,80
206,9648
207,12
207,14
207,28
208,28
208,12
208,878
209,12
209,14
209,28
210,28
210,53
211,28
211,80
211,14
212,10751
212,35
212,14
213,28
213,12
213,878
213,53
214,12
214,28
214,53
215,18
216,12
216,14
216,28
216,53
217,12
217,18
217,28
218,53
218,28
218,14
218,27
219,28
219,53
220,28
220,12
220,35
221,878
221,12
221,9648
222,10751
222,12
222,16
222,35
223,878
223,28
223,18
223,53
224,28
224,878
225,28
225,878
226,28
226,10751
226,878
227,35
227,18
227,10749
228,28
228,35
229,28
229,878
229,12
229,9648
230,878
230,12
230,28
231,12
231,28
231,878
232,16
232,35
232,10751
233,28
233,878
233,12
233,14
234,12
234,28
234,878
235,12
235,16
235,35
235,10751
235,14
236,14
236,12
236,35
236,10751
237,18
237,28
237,36
237,10752
238,28
238,12
238,18
239,878
239,28
239,12
239,14
239,35
240,878
240,53
240,18
241,28
241,12
241,53
242,14
242,28
242,12
242,35
243,28
243,12
243,878
244,28
244,12
244,35
244,10751
244,14
245,28
245,18
245,53
246,12
246,28
246,53
247,18
247,36
247,10752
247,28
248,53
248,80
249,28
249,35
249,18
249,53
250,12
250,878
250,53
251,18
252,35
253,28
253,80
253,35
254,28
254,10752
255,16
255,10751
255,12
255,35
255,14
256,16
256,10751
257,12
257,878
258,28
258,878
258,18
259,14
259,10751
259,35
259,16
260,28
260,12
260,53
261,878
261,28
261,12
262,28
262,53
263,12
263,14
263,28
264,28
264,12
264,35
265,18
266,35
266,14
266,10751
267,28
267,878
268,18
268,28
268,12
268,36
268,10752
269,16
269,14
269,10751
269,35
270,10749
270,10751
270,16
270,10402
271,18
271,12
271,878
272,28
272,53
272,878
272,12
273,35
273,10749
274,28
274,80
274,53
275,28
275,18
275,12
276,28
276,53
276,878
276,9648
277,12
277,14
277,10751
278,12
278,28
278,53
279,53
279,878
279,28
279,12
280,28
280,53
280,878
281,36
281,80
281,18
282,18
282,80
283,28
283,53
284,53
284,18
284,80
285,35
285,10749
286,28
286,35
286,80
287,28
287,18
287,9648
287,53
288,18
288,37
289,18
289,16
289,10751
290,12
290,16
290,35
290,10751
290,14
291,28
291,12
291,53
292,12
292,28
292,53
292,9648
293,14
293,28
293,12
293,10751
294,10751
294,14
295,16
295,12
295,10751
295,14
296,28
296,53
296,10749
297,28
297,14
297,27
297,9648
298,18
298,53
298,28
299,80
299,18
299,35
300,28
300,80
300,14
301,12
301,28
301,53
301,878
302,18
302,878
303,16
303,12
303,10751
303,14
304,28
304,80
305,28
305,12
306,12
306,16
306,10751
306,14
306,878
307,12
307,35
307,878
308,28
308,12
308,53
309,28
309,80
309,53
310,14
310,35
310,10751
310,12
311,53
311,18
311,12
311,28
311,36
312,28
312,35
312,878
313,10752
313,28
313,12
313,18
313,53
314,16
315,80
315,18
315,9648
315,53
316,12
316,28
316,14
317,18
317,36
317,80
318,18
318,36
318,10752
319,16
319,35
319,10751
320,28
320,35
320,878
321,28
321,36
321,10752
322,35
323,12
323,14
323,28
323,53
323,878
324,35
324,18
324,10749
325,12
325,16
325,35
325,10751
326,16
326,35
326,12
326,10751
327,10749
327,14
327,10751
327,18
328,14
328,18
329,16
329,10751
330,12
330,14
330,28
331,12
331,14
331,28
332,12
332,14
333,12
333,14
333,28
333,53
334,53
334,878
334,18
334,9648
335,12
335,28
335,53
335,878
336,53
336,28
336,18
336,878
337,12
337,10751
337,14
338,28
338,53
339,37
339,36
339,10752
340,28
340,12
340,16
340,10751
341,28
341,12
342,12
342,14
342,10751
343,28
343,12
343,35
343,878
344,16
344,35
344,10751
345,28
345,53
346,28
346,35
346,80
346,53
347,18
347,27
347,9648
347,53
348,16
348,35
348,10751
349,16
349,35
349,10751
349,12
350,12
350,35
350,18
350,14
351,28
351,12
351,35
351,80
351,53
352,18
352,53
352,80
353,16
353,10751
353,12
354,28
354,35
355,53
355,80
355,9648
355,18
356,28
356,53
357,28
357,12
357,80
357,9648
358,18
359,16
359,10751
359,12
359,878
360,12
360,16
360,35
360,10751
361,18
361,53
361,36
361,10752
362,35
362,28
363,28
363,35
363,878
364,18
364,878
364,12
365,53
365,14
365,35
365,10751
365,9648
366,18
366,878
366,9648
367,28
367,878
367,53
368,80
368,53
369,12
369,10751
369,14
370,28
370,12
370,14
370,53
371,28
371,12
371,35
371,80
371,9648
371,53
372,53
372,28
372,10749
372,878
372,12
373,28
373,80
373,53
374,878
375,16
375,12
375,35
375,10751
376,35
376,878
377,878
377,28
377,18
377,53
378,80
378,53
378,18
379,18
379,36
379,53
380,12
380,14
380,28
381,10749
381,18
381,36
382,14
382,28
382,10751
383,18
383,36
384,28
384,12
384,18
385,12
385,18
386,16
386,35
387,28
387,18
387,53
388,28
388,53
389,53
389,80
390,12
390,28
390,53
391,16
391,35
391,10751
391,14
392,35
392,10751
392,14
392,10749
393,28
393,53
394,35
394,10751
395,28
395,35
396,35
396,10749
397,28
397,18
397,53
398,35
398,10749
399,80
399,53
400,12
400,16
400,10751
401,12
401,28
401,878
402,10752
403,12
403,28
403,35
403,53
404,12
404,14
404,28
404,35
404,10751
405,18
405,36
405,10749
406,28
406,80
406,18
406,53
407,18
407,16
407,10751
407,35
408,14
408,18
408,9648
409,28
409,53
409,18
410,18
410,10402
411,12
411,14
411,18
411,35
411,878
411,10751
412,28
412,12
412,35
413,28
413,53
413,12
413,878
414,14
414,35
414,10749
414,878
415,9648
415,12
415,35
416,28
416,878
417,35
417,18
417,14
417,10749
418,27
418,35
418,14
419,35
419,10751
420,12
420,14
420,878
421,12
421,14
421,878
422,80
422,18
422,9648
422,53
423,878
424,14
424,35
425,53
425,12
425,28
426,12
426,28
426,53
427,878
427,12
427,14
428,35
429,28
429,14
430,35
430,16
430,10751
431,16
431,10751
432,35
432,10751
432,14
433,28
433,18
433,10749
434,28
434,35
434,80
434,53
435,35
435,18
436,35
436,14
436,10751
436,10402
436,16
437,35
438,28
438,35
438,53
439,18
439,35
439,10749
440,18
440,53
440,9648
441,35
441,10749
441,18
442,16
442,35
442,10751
442,878
443,28
443,80
443,878
443,53
444,14
444,35
444,10751
444,10749
445,53
445,80
445,18
446,10749
446,35
447,28
447,53
447,80
448,9648
448,53
448,28
449,18
450,28
450,53
450,878
451,35
451,10751
451,878
452,27
452,53
452,14
452,9648
453,16
453,35
453,18
453,10751
453,14
454,28
454,35
454,80
454,9648
454,10751
455,18
455,878
455,53
456,28
456,18
456,9648
456,53
457,10752
457,18
457,28
458,28
458,12
458,35
458,10749
459,35
459,10751
459,16
459,12
460,37
460,16
460,12
460,35
460,10751
461,35
461,10749
461,10751
462,12
462,10751
462,878
463,18
463,53
463,9648
464,10749
464,18
465,16
465,35
465,10751
466,16
466,10751
466,10402
467,878
467,12
467,28
468,28
468,12
468,10751
468,14
469,28
469,80
469,53
470,28
470,12
471,18
471,14
471,10749
472,35
472,14
472,10749
473,12
473,14
473,28
473,35
473,53
474,35
474,14
474,878
475,9648
475,18
475,27
476,28
476,12
476,18
477,28
477,878
477,53
478,18
478,53
479,28
479,12
479,53
480,16
480,10751
480,12
481,28
481,878
481,10752
482,16
482,35
482,10751
483,18
483,10402
483,10749
484,28
484,12
484,878
485,18
485,12
486,12
486,35
486,18
486,10751
486,14
487,14
487,28
487,12
488,53
488,28
488,878
489,12
489,14
489,16
489,10751
490,99
490,10751
491,53
491,878
491,12
491,28
492,28
492,12
492,36
492,10749
492,18
493,35
493,16
494,18
494,10749
495,10751
495,16
495,18
496,12
496,28
496,878
497,16
497,10751
497,35
498,80
498,53
498,27
499,37
499,12
500,35
501,28
501,80
501,53
502,12
502,16
502,14
503,878
503,53
504,28
504,12
504,16
504,35
504,10751
505,16
505,10751
506,14
506,28
506,53
506,878
507,16
507,35
507,10751
508,28
508,12
508,878
509,12
509,28
509,878
510,10751
510,16
511,18
511,28
511,53
511,878
512,12
512,28
512,878
513,28
513,53
513,80
514,28
514,12
514,53
515,16
515,10751
515,35
515,12
516,35
516,10749
517,10751
517,35
517,10402
517,10749
518,27
518,9648
518,53
519,28
519,12
519,35
519,10751
520,53
520,80
521,35
522,35
522,18
523,35
523,10751
524,28
524,12
524,53
525,35
525,18
525,36
526,16
526,28
526,35
526,10751
527,18
528,35
528,80
529,18
529,28
529,36
529,53
530,28
530,18
530,10752
531,28
531,35
531,53
531,10749
532,35
532,28
532,12
533,35
534,16
534,35
534,10751
534,14
535,28
535,35
535,80
535,10749
536,28
536,12
536,18
536,10749
537,18
537,36
537,10749
538,14
538,28
538,18
539,9648
539,18
539,53
539,80
540,16
540,28
540,878
540,10751
540,12
541,28
541,12
541,35
541,53
542,28
542,10752
542,878
543,28
543,18
543,27
543,878
543,53
544,12
544,14
544,16
544,28
544,35
545,28
545,12
545,18
545,53
546,878
546,53
546,18
547,10751
547,16
547,12
547,35
548,28
548,14
548,53
549,80
549,9648
550,878
551,10751
551,16
552,10749
552,35
552,12
553,35
553,18
554,53
554,28
554,18
555,35
556,35
556,10751
556,10749
556,14
557,28
557,18
557,36
557,10752
558,18
558,10752
559,16
559,35
559,10751
560,18
560,10749
561,28
562,12
562,18
562,10751
563,18
563,9648
563,53
564,35
564,10751
564,14
565,18
565,53
565,878
565,9648
566,12
566,16
566,35
566,10751
566,14
567,16
567,12
567,35
567,10751
568,35
568,10749
569,28
569,12
569,53
570,16
570,12
570,35
570,10751
571,28
571,53
572,18
572,28
572,53
572,10752
573,12
573,14
573,35
573,10751
574,28
574,53
575,28
575,53
575,80
576,18
576,9648
576,10749
576,878
576,53
577,18
577,53
577,14
577,9648
578,12
578,878
578,28
579,35
579,10751
579,16
579,14
579,10402
580,28
580,36
580,10752
581,28
581,53
582,878
582,28
582,12
582,53
583,28
583,878
584,12
584,14
584,18
585,14
586,18
586,10752
587,10752
587,18
587,36
587,28
588,12
588,28
588,53
588,878
589,18
589,80
590,27
590,28
590,18
590,14
590,10752
591,18
591,28
591,53
591,80
592,12
592,14
592,10749
592,10751
593,12
593,18
593,36
594,35
594,18
595,28
595,12
595,35
595,53
596,12
596,28
596,27
597,28
597,12
597,35
597,53
598,14
598,28
598,27
599,35
599,18
599,10402
599,10749
600,18
600,10752
601,28
601,12
601,53
602,28
602,878
602,53
603,28
603,12
603,53
604,53
605,12
605,16
605,28
605,35
605,10751
606,16
606,10402
606,10751
607,80
607,18
607,9648
608,9648
608,28
608,53
608,878
608,12
609,80
609,9648
609,53
610,28
610,53
611,28
611,12
612,53
612,28
612,18
613,12
613,14
613,18
613,10749
614,28
614,80
614,53
615,16
615,10751
616,28
616,35
616,80
617,35
618,12
618,18
618,36
619,12
619,14
619,28
619,35
619,878
620,35
621,18
621,53
622,28
622,18
622,36
622,53
623,28
623,18
623,53
624,35
625,28
625,14
625,27
626,10749
626,18
626,9648
627,9648
627,878
627,53
628,28
628,12
628,14
628,10752
629,18
629,36
629,10752
630,28
630,80
630,18
630,53
631,35
631,10749
632,16
632,35
632,10751
632,12
633,18
633,27
633,878
633,53
634,36
634,18
635,28
635,878
636,18
637,14
637,35
637,10751
638,18
638,10402
638,10749
639,35
639,10749
640,35
641,28
641,12
642,35
642,18
643,18
643,10752
644,28
644,12
644,53
645,28
645,12
645,53
646,28
646,12
646,18
